Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e3755,6.84,0.455,2.011,1.099,0.231,3.573,3.513,3.405,220,0.713,inactive
e3756,25.983,0.545,1.188,4.559,0.318,4.708,4.046,4.068,738,3.663,inactive
e3757,6.594,0.474,1.238,4.202,0.286,3.871,3.869,3.527,404,1.113,inactive
e3758,17.736,0.463,1.649,2.485,0.261,3.689,3.691,3.59,891,1.712,inactive
e3759,14.581,0.458,1.674,2.303,0.26,3.682,3.629,3.539,600,1.115,inactive
e3760,28.171,0.49,2.22,0,0.305,4.597,3.975,4.202,528,4.072,inactive
e3761,2.847,0.48,1.333,0,0.323,3.78,3.809,3.283,213,1.83,inactive
e3763,12.149,0.476,1.628,1.946,0.25,3.67,3.689,3.532,428,1.46,inactive
e3764,11.057,0.444,1.567,2.565,0.269,3.687,3.576,3.608,470,0.667,inactive
e3765,12.871,0.487,2.02,1.099,0.25,4.426,3.831,3.462,304,1.48,inactive
e3766,6.813,0.47,1.56,0,0.356,3.732,3.745,3.348,164,1.16,inactive
e3767,5.819,0.47,1.2,2.784,0.291,3.848,3.814,3.406,270,0.811,inactive
e3769,4.707,0.463,1.719,0,0.237,3.646,3.611,3.314,102,0.553,inactive
e3770,8.108,0.485,1.474,0,0.256,3.713,3.731,3.501,180,0.849,inactive
e3771,5.756,0.476,1.125,3.27,0.272,3.839,3.852,3.42,278,0.908,inactive
e3772,0,0.467,1.62,0,0.247,3.646,3.65,3.259,71,0.725,inactive
e3773,15.581,0.476,1.105,5.627,0.316,3.915,3.89,3.823,1566,2.011,inactive
e3774,0,0.427,1.679,0,0.2,3.429,3.323,2.837,20,0.065,inactive
e3775,2.154,0.452,1.411,0,0.258,3.615,3.499,3.398,110,0.256,inactive
e3776,22.036,0.498,1.239,4.835,0.316,4.713,4.079,3.943,1004,3.561,antagonist
e4822,3.149,0.422,1.392,0,0.381,3.782,3.671,3.243,322,1.118,inactive
e3778,0,0.483,1.653,0,0.277,3.698,3.668,2.874,54,0.875,inactive
e3780,28.105,0.57,0.896,4.627,0.311,4.831,4.141,4.071,855,6.31,inactive
e3781,0,0.433,0.894,4.275,0.344,3.946,3.766,3.364,386,0.868,inactive
e3782,0.42,0.452,0.962,0,0.303,3.831,3.768,3.211,160,0.489,inactive
e3784,13.87,0.484,1.104,6.832,0.327,4.019,3.967,3.899,2510,2.532,inactive
e3785,6.554,0.449,1.56,0,0.3,3.76,3.68,3.43,266,0.96,inactive
e3786,9.34,0.449,1.929,1.609,0.234,3.568,3.483,3.446,364,0.751,inactive
e3787,9.856,0.504,0.866,4.343,0.334,4.025,3.927,3.683,469,2.27,inactive
e3788,10.97,0.483,1.254,5.405,0.322,3.961,3.941,3.548,967,2.61,inactive
e3789,5.913,0.452,0.799,6.998,0.34,4.047,4.006,3.564,978,1.442,inactive
e3790,7.955,0.485,1.548,0,0.24,3.686,3.722,3.491,194,1.157,inactive
e3791,14.334,0.474,1.639,0,0.284,3.724,3.699,3.444,278,1.268,inactive
e3792,3.512,0.436,1.576,0,0.248,3.684,3.543,3.424,172,0.628,inactive
e3793,0,0.436,1.306,0,0.367,3.84,3.701,3.234,256,0.653,inactive
e3794,34.912,0.475,1.208,4.925,0.318,3.975,3.976,3.57,1284,2.312,inactive
e3795,0,0.519,0.711,0,0.309,4.192,3.809,3.205,79,0.745,inactive
e3796,2.916,0.476,1.123,4.627,0.325,3.897,3.852,3.411,424,1.234,inactive
e3797,5.41,0.535,1.7,0,0.364,4.19,4.457,3.611,298,2.496,inactive
e3798,18.814,0.49,1.984,0,0.249,4.438,3.863,3.496,574,2.499,inactive
e3799,16.021,0.48,1.32,4.22,0.331,3.929,3.906,3.564,832,1.892,antagonist
e3800,0,0.569,0.55,0,0.3,4.281,3.815,3.903,248,0.991,inactive
e3802,6.203,0.488,1.191,4.275,0.295,3.909,3.929,3.521,468,1.397,inactive
e3804,19.89,0.483,0.796,6.911,0.353,4.066,3.975,3.844,1686,2.682,inactive
e3806,25.641,0.493,0.979,5.704,0.321,4.006,3.892,3.853,1881,3.212,antagonist
e3807,0,0.43,1.721,0,0.403,3.803,3.594,3.01,185,0.875,inactive
e3808,39.19,0.52,0.963,6.318,0.331,4.376,4.053,3.868,2332,6.511,inactive
e3809,23.593,0.507,0.701,6.911,0.346,4.069,3.987,3.951,1656,2.711,antagonist
e3810,9.201,0.487,1.183,3.876,0.283,3.85,3.874,3.577,410,1.422,inactive
e3812,0,0.452,1.615,0,0.321,3.6,3.603,2.978,48,0.316,inactive
e3813,10.1,0.456,1.654,0.693,0.268,3.654,3.606,3.427,246,0.94,inactive
e3814,4.927,0.455,1.777,1.609,0.231,3.555,3.44,3.408,220,0.483,inactive
e3815,14.977,0.524,1.28,1.792,0.235,3.853,3.716,3.63,455,2.227,inactive
e3816,9.453,0.461,0.877,4.602,0.339,4.059,3.888,3.661,478,1.113,inactive
e3817,46.781,0.5,1.924,0,0.254,4.624,4.141,4.208,908,7.113,inactive
e3818,4.722,0.521,0.827,0,0.323,3.944,3.893,3.595,213,0.969,inactive
e3819,0,0.464,1.42,0,0.347,3.853,3.795,3.312,310,1.997,inactive
e3821,14.532,0.5,1.387,2.197,0.243,3.768,3.685,3.63,417,1.363,inactive
e3822,9.038,0.462,2.004,0,0.251,4.415,3.799,3.644,302,0.726,inactive
e3823,0,0.578,0.381,0,0.289,4.116,3.658,3.692,162,1.209,inactive
e3824,11.002,0.467,1.09,5.217,0.309,3.861,3.86,3.818,1394,1.564,inactive
e3826,9.557,0.469,1.343,5.878,0.332,4.722,4.035,3.863,856,1.997,inactive
e3827,17.432,0.483,1.971,0,0.272,4.15,4.357,3.381,364,2.366,inactive
e3828,67.547,0.499,1.998,4.977,0.393,4.155,4.375,4.114,6576,9.397,inactive
e3829,16.854,0.461,1.691,2.197,0.258,3.694,3.696,3.579,642,1.267,inactive
e3830,3.767,0.486,0.849,7.71,0.349,4.114,4.078,3.624,1019,1.68,antagonist
e3831,0.619,0.476,1.63,0,0.209,3.6,3.64,3.199,52,0.5,inactive
e3832,0,0.558,0.575,0,0,3.888,3.49,2.539,9,0,inactive
e3833,0,0.404,1.522,0,0.2,3.515,3.299,2.627,18,0,inactive
e3834,32.483,0.464,1.691,3.258,0.254,3.704,3.697,3.609,3366,2.516,inactive
e3322,16.451,0.47,1.327,7.554,0.335,4.741,4.16,4.706,1551,2.857,inactive
e3836,22.696,0.473,1.849,1.609,0.232,3.707,3.652,3.514,630,1.889,inactive
e3837,0,0.392,1.857,0,0.291,3.677,3.366,3.225,92,0.213,inactive
e3838,12.57,0.459,1.805,3.045,0.291,3.725,3.622,3.658,1004,2.139,inactive
e3840,26.879,0.507,0.938,5.596,0.322,4.105,3.921,3.832,961,2.642,antagonist
e3841,0,0.48,1.641,0,0.2,3.529,3.541,2.879,18,0,inactive
e3844,21.049,0.504,1.244,4.703,0.304,4.707,4.06,3.857,939,1.916,inactive
e3847,31.119,0.439,1.09,5.411,0.324,4.065,3.92,3.771,1556,2.282,inactive
e3849,4.211,0.474,1.104,0,0.313,3.912,3.916,3.497,372,1.113,inactive
e3850,19.106,0.459,0.962,6.663,0.344,3.993,3.951,3.78,1645,2.403,inactive
e3852,5.823,0.459,1.164,3.056,0.278,3.864,3.829,3.42,400,0.943,inactive
e3853,5.49,0.476,0.84,6.589,0.312,4.044,4.054,3.487,728,1.61,inactive
e3854,25.84,0.548,1.19,4.523,0.352,4.708,4.044,4.079,645,2.758,inactive
e3856,9.124,0.469,1.642,1.099,0.246,3.648,3.584,3.47,261,0.82,inactive
e3858,14.162,0.493,1.027,4.26,0.303,3.969,3.868,3.697,620,1.748,inactive
e3859,7.444,0.507,1.238,0,0.328,3.934,3.586,3.432,130,1.384,inactive
e3860,28.583,0.488,1.365,7.012,0.331,4.708,4.045,4.068,2263,3.956,antagonist
e3861,8.854,0.477,1.063,3.876,0.321,3.996,3.843,3.589,465,0.944,inactive
e3862,10.975,0.469,1.275,3.992,0.32,3.888,3.878,3.447,500,1.201,inactive
e3863,3.771,0.455,1.629,0,0.299,3.747,3.703,3.405,164,0.468,inactive
e3865,0,0.473,1.08,0,0.354,3.944,3.643,3.248,109,0.718,inactive
e3866,0,0.632,1.31,0,0.372,4.484,3.944,3.604,144,2.281,inactive
e3868,0.53,0.489,0.992,0,0.333,3.862,3.866,3.179,166,0.856,inactive
e3869,4.497,0.472,1.118,4.722,0.292,3.855,3.868,3.51,334,0.796,inactive
e3870,10.904,0.452,1.709,1.386,0.274,3.674,3.559,3.481,385,0.736,inactive
e3871,2.167,0.448,1.784,0,0.219,3.503,3.409,3.225,56,0.269,inactive
e3872,24.025,0.518,1.96,0,0.295,4.14,4.362,3.387,309,4.385,antagonist
e3873,20.481,0.48,1.337,3.219,0.339,3.878,3.905,3.659,852,3.973,inactive
e3874,1.432,0.45,1.691,0,0.361,3.751,3.705,3.17,197,1.024,inactive
e3875,13.642,0.478,1.427,2.773,0.3,3.835,3.844,3.594,556,2.6,inactive
e3877,5.816,0.461,1.619,0,0.248,3.634,3.567,3.501,198,0.489,inactive
e3878,0,0.417,1.786,0,0.319,3.648,3.459,2.991,124,0.502,inactive
e3880,0,0.48,0.756,3.726,0.326,4.03,3.862,3.565,385,1.081,inactive
e3882,0,0.476,2.3,0,0.302,4.422,3.806,2.912,44,0.224,inactive
e3885,15.925,0.458,1.654,4.076,0.309,3.841,3.633,3.506,683,1.072,inactive
e3888,5.947,0.495,0.938,4.263,0.313,4.087,3.849,3.604,492,1.251,inactive
e3891,11.577,0.478,1.17,4.34,0.312,3.857,3.838,3.752,948,2.388,inactive
e3892,11.138,0.472,0.891,6.971,0.389,4.071,4.061,3.607,1584,2.58,inactive
e3894,0,0.485,1.152,0,0.39,3.993,3.997,3.273,294,2.489,inactive
e3895,14.205,0.505,0.671,5.901,0.327,4.049,3.954,3.951,963,2.04,inactive
e3896,0,0.467,1.308,0,0.422,3.95,3.896,3.127,152,1.644,inactive
e3898,3.592,0.433,1.628,0,0.246,3.644,3.574,3.39,146,0.486,inactive
e3900,1.864,0.476,1.101,2.784,0.315,3.89,3.887,3.307,268,1.039,inactive
e3901,4.787,0.538,0.843,3.27,0.321,6.88,3.877,3.808,380,1.411,inactive
e3902,37.347,0.502,1.443,4.945,0.327,4.707,4.033,3.838,1286,3.737,inactive
e3903,7.69,0.46,0.717,5.597,0.362,4.127,3.872,3.918,2174,2.153,inactive
e3904,23.198,0.463,1.569,2.565,0.287,3.738,3.678,3.444,694,1.338,inactive
e3905,27.355,0.451,1.453,5.654,0.327,3.997,3.877,3.653,1488,2.275,inactive
e3906,0,0.444,1.448,0,0.304,3.739,3.678,3.226,86,0.321,inactive
e3910,0,0.44,0.784,0,0.327,3.944,3.839,3.438,210,0.619,inactive
e3911,10.306,0.478,1.053,4.306,0.343,3.908,3.894,3.684,642,2.222,inactive
e3913,5.462,0.478,1.385,2.565,0.334,3.838,3.799,3.57,393,2.448,inactive
e3915,13.588,0.441,2.039,2.197,0.237,3.582,3.459,3.483,816,0.969,inactive
e3916,5.219,0.456,1.602,2.079,0.232,3.588,3.496,3.485,286,0.558,inactive
e3917,7.724,0.475,1.119,7.377,0.36,4.723,4.09,4.009,2143,2.746,inactive
e3918,16.746,0.48,1.306,4.051,0.306,3.862,3.85,3.651,776,1.749,inactive
e3919,0,0.513,0.663,0,0.308,3.997,3.86,3.448,162,0.65,inactive
e3920,6.984,0.472,1.371,2.048,0.295,3.872,3.876,3.324,332,1.065,inactive
e3921,7.354,0.46,1.231,4.298,0.288,3.869,3.832,3.604,566,1.106,inactive
e3922,6.419,0.533,1.289,0.693,0.229,3.75,3.479,3.711,165,0.709,inactive
e3923,10.036,0.491,1.157,2.731,0.312,4.013,3.835,3.404,404,1.236,inactive
e3924,1.63,0.475,1.337,0,0.313,3.879,3.75,3.165,109,0.646,inactive
e3926,6.837,0.454,1.294,6.171,0.335,4.722,4.035,3.878,1120,1.989,inactive
e3927,16.282,0.45,1.384,5.127,0.316,3.915,3.879,3.563,1275,1.453,inactive
e3929,2.513,0.426,1.455,0,0.249,3.658,3.531,3.267,104,0.207,inactive
e3930,6.986,0.485,1.208,3.841,0.309,3.856,3.843,3.509,386,1.294,inactive
e3931,6.667,0.593,1.101,0,0.267,4.817,4.106,3.225,96,2.416,inactive
e3932,0,0.576,1.031,0,0.298,4.855,4.146,3.701,198,1.797,inactive
e3934,7.433,0.472,1.213,3.446,0.287,3.859,3.847,3.477,317,0.856,inactive
e3935,11.191,0.469,1.836,0,0.367,3.718,3.578,3.393,205,1.188,inactive
e3936,6.038,0.583,0.831,0,0.223,4.155,3.628,3.4,84,2.561,inactive
e3937,27.169,0.509,0.883,5.24,0.351,4.267,3.936,3.712,1495,2.556,inactive
e3939,12.831,0.492,1.752,0,0.315,3.817,3.75,3.279,256,2.871,inactive
e3940,6.913,0.482,1.151,6.882,0.323,4.724,4.118,3.977,818,1.919,inactive
e3941,3.502,0.476,1.57,0,0.306,4.764,4.108,4.673,453,1.923,inactive
e3942,12.895,0.493,1.449,2.833,0.326,3.821,3.819,3.63,571,3.275,inactive
e3943,13.316,0.453,1.814,1.946,0.236,3.589,3.512,3.498,560,0.913,inactive
e3945,10.57,0.459,1.975,1.386,0.243,3.626,3.53,3.496,330,0.852,inactive
e3946,52.872,0.5,1.244,3.892,0.288,3.841,3.696,3.748,2400,2.568,inactive
e3947,15.152,0.458,1.674,2.303,0.257,3.683,3.592,3.522,590,1.009,inactive
e3948,36.515,0.482,1.68,2.197,0.287,3.767,3.683,3.541,897,2.202,inactive
e3949,0,0.467,1.837,0,0.345,3.675,3.625,3.066,62,0.141,inactive
e3950,17.503,0.471,1.15,4.888,0.313,3.882,3.864,3.84,1884,1.879,inactive
e3951,8.44,0.483,1.68,0,0.194,3.691,3.657,3.559,236,0.875,inactive
e3952,4.507,0.517,0.809,2.784,0.277,4.005,3.86,3.519,217,1.357,inactive
e3953,9.132,0.467,1.23,3.446,0.304,3.855,3.841,3.458,380,1.25,inactive
e3954,1.951,0.481,1.409,0,0.308,3.766,3.801,3.242,162,1.512,inactive
e3956,13.525,0.503,1.078,4.875,0.324,4.007,3.91,3.853,656,2.076,inactive
e3957,11.911,0.452,1.709,1.609,0.242,3.688,3.575,3.509,369,0.848,inactive
e3958,18.828,0.475,1.294,5.929,0.345,4.738,4.071,3.801,1470,3.045,inactive
e3959,21.305,0.471,0.987,6.508,0.336,3.985,3.951,3.822,2328,2.991,inactive
e3960,2.401,0.475,1.521,0,0.262,3.629,3.653,3.267,76,0.584,inactive
e3961,0,0.564,0.57,0,0.332,4.114,3.884,3.708,210,1.407,inactive
e3962,9.585,0.463,1.252,4.541,0.279,3.872,3.834,3.606,673,1.232,inactive
e313,3.787,0.461,0.921,0,0.324,3.866,3.857,3.356,256,0.833,inactive
e3964,34.557,0.475,1.181,5.9,0.349,3.949,3.923,3.821,1906,2.852,antagonist
e3965,11.728,0.459,1.286,4.162,0.304,3.843,3.826,3.652,768,1.201,inactive
e3967,27.487,0.526,1.011,4.676,0.336,4.831,4.14,3.869,886,5.077,inactive
e3968,25.961,0.433,1.196,5.68,0.31,4.066,3.934,3.769,1767,2.429,inactive
e3969,28.521,0.49,1.02,6.071,0.345,4.113,3.908,3.846,1460,2.954,antagonist
e3971,24.22,0.498,1.432,4.67,0.332,4.705,4.027,3.821,886,1.99,inactive
e3973,20.179,0.524,1.534,0,0.324,4.74,4.061,4.59,340,4.76,inactive
e3974,10.23,0.501,1.103,4.343,0.29,4.012,3.877,3.548,408,1.168,inactive
e3976,6.037,0.445,1.747,0,0.265,3.647,3.491,3.355,184,0.568,inactive
e3977,2.53,0.471,0.749,7.304,0.37,4.098,4.081,3.447,1098,1.957,inactive
e3980,3.568,0.442,1.03,0,0.337,3.962,3.851,3.475,325,0.809,inactive
e3981,0,0.475,1.013,0,0.284,3.827,3.781,3.003,123,0.56,inactive
e3982,17.025,0.538,1.283,0,0.258,4.101,3.93,3.405,300,4.442,inactive
e3983,11.599,0.474,1.376,7.459,0.329,4.741,4.159,4.707,1372,2.725,inactive
e3984,4.378,0.643,0.987,0,0.219,3.962,3.609,3.671,56,1.468,inactive
e3985,0.728,0.478,0.72,0,0.307,3.986,3.775,3.448,207,0.691,inactive
e3986,17.828,0.431,1.572,0,0.392,3.746,3.688,3.618,560,1.058,inactive
e3987,5.61,0.446,1.09,3.056,0.322,3.964,3.852,3.489,400,0.938,inactive
e3988,0,0.49,0.41,0,0.29,3.973,3.537,3.221,78,0.432,inactive
e3990,6.194,0.476,1.177,3.784,0.385,4.002,4.028,3.502,738,4.839,inactive
e3993,0,0.467,1.383,0,0.422,3.911,3.898,3.127,152,2.037,inactive
e3996,3.839,0.472,1.118,0,0.289,3.871,3.863,3.435,325,0.838,inactive
e3997,7.773,0.449,1.798,1.946,0.256,3.612,3.481,3.475,346,0.624,inactive
e3999,9.692,0.472,1.653,0,0.228,3.673,3.644,3.523,244,0.801,inactive
e4000,0.762,0.47,1.115,0,0.284,3.82,3.794,3.24,166,0.679,inactive
e4001,0.416,0.452,1.861,0,0.267,3.565,3.53,3.062,50,0.3,inactive
e4002,1.461,0.51,1.167,0,0.317,4.735,4.055,3.872,256,1.742,inactive
e4004,7.742,0.489,0.895,5.768,0.327,3.94,3.936,3.751,666,1.461,inactive
e4005,0,0.521,0.658,0,0.353,4.061,3.868,3.62,214,1.23,inactive
e4006,8.7,0.467,1.218,4.467,0.263,3.878,3.87,3.54,578,1.21,inactive
e4007,7.549,0.487,1.069,5.03,0.296,3.862,3.849,3.775,724,1.596,inactive
e4008,0,0.545,0.597,0,0.335,6.88,3.875,3.792,209,0.982,inactive
e4009,1.777,0.483,1.054,0,0.335,3.895,3.903,3.246,209,0.838,inactive
e4010,42.561,0.5,1.266,3.219,0.299,3.827,3.716,3.748,1492,2.17,inactive
e4012,0.791,0.491,1.318,0,0.317,4.729,4.061,3.709,256,1.661,inactive
e4013,7.611,0.464,1.209,4.696,0.326,3.926,3.886,3.548,658,1.488,inactive
e4014,1.481,0.483,1.276,0,0.332,3.825,3.845,3.276,210,1.505,inactive
e4015,5.628,0.478,1.141,3.169,0.294,3.895,3.89,3.438,328,1.143,inactive
e4016,6.527,0.469,1.038,3.056,0.298,3.864,3.837,3.499,329,0.866,inactive
e4017,1.443,0.485,1.298,0,0.361,3.885,3.908,3.333,242,1.706,inactive
e4018,8.622,0.5,1.352,0,0.25,3.765,3.563,3.516,150,0.676,inactive
e4020,23.326,0.46,1.917,2.708,0.293,4.426,3.823,3.652,1228,1.543,inactive
e4021,0.909,0.433,1.689,0,0.361,3.741,3.666,3.13,197,0.85,inactive
e4022,1.938,0.463,0.752,0,0.307,3.873,3.854,3.302,204,0.647,inactive
e4023,5.259,0.488,1.214,6.781,0.323,4.724,4.117,3.964,700,1.844,inactive
e4024,2.545,0.457,1.558,0,0.322,3.735,3.611,3.365,205,0.913,inactive
e4025,10.564,0.487,1.545,1.946,0.227,3.746,3.727,3.596,376,1.673,inactive
e4026,5.674,0.462,1.368,3.807,0.281,3.8,3.815,3.475,515,2.067,inactive
e4027,16.46,0.467,1.572,1.609,0.31,3.733,3.702,3.444,420,1.166,inactive
e4028,15.604,0.461,1.513,2.944,0.298,3.743,3.682,3.614,604,0.81,inactive
e4029,16.956,0.495,1.095,4.674,0.354,4.021,3.911,3.774,1100,2.77,inactive
e4032,39.72,0.459,1.692,3.912,0.308,3.802,3.71,3.754,6283,4.351,inactive
e4034,7.684,0.469,1.633,0,0.262,3.689,3.616,3.513,247,0.748,inactive
e4035,42.626,0.694,0.55,0,0.38,6.906,3.938,6.867,323,3.297,inactive
e4036,3.698,0.5,1.125,0,0.314,3.906,3.926,3.481,309,1.119,inactive
e4037,5.553,0.472,1.064,0,0.314,3.881,3.87,3.523,301,0.943,inactive
e4038,2.767,0.458,1.634,0,0.223,3.556,3.535,3.291,84,0.381,inactive
e4040,60.526,0.489,1.204,8.05,0.337,4.73,4.078,4.716,12746,6.822,inactive
e4041,13.391,0.458,1.515,2.773,0.293,3.692,3.613,3.623,588,0.78,inactive
e4043,0.969,0.464,0.795,5.328,0.319,3.921,3.863,3.591,317,0.877,inactive
e4044,0,0.527,1.345,0,0.2,4.904,3.978,3.394,71,1.278,inactive
e4045,1.906,0.47,1.46,0,0.284,3.728,3.719,3.277,166,1.326,inactive
e4046,4.837,0.439,1.8,0,0.228,3.633,3.497,3.425,184,0.552,inactive
e4047,19.539,0.451,1.594,0,0.392,3.758,3.727,3.635,560,1.418,inactive
e4048,10.018,0.477,1.888,1.609,0.219,3.639,3.596,3.514,344,1.166,inactive
e4050,6.433,0.439,1.387,4.123,0.276,4.729,4.045,3.73,574,1.553,inactive
e4053,0.986,0.494,0.488,0,0.343,4.102,3.872,3.588,322,1.222,inactive
e4055,11.581,0.469,1.343,5.918,0.331,4.722,4.036,3.858,884,2.053,inactive
e4056,0.823,0.452,1.51,0,0.319,3.77,3.681,3.235,151,1.061,inactive
e4057,0.958,0.454,1.584,0,0.247,3.625,3.567,3.256,71,0.345,inactive
e4059,8.373,0.452,1.826,2.079,0.235,3.573,3.455,3.463,455,0.703,inactive
e4060,21.277,0.463,1.552,3.555,0.262,3.81,3.812,3.7,1031,2.49,inactive
e4061,57.645,0.679,0.549,3.841,0.319,6.906,3.912,6.867,410,3.297,inactive
e4062,5.441,0.474,1.151,4.343,0.3,3.842,3.848,3.61,400,0.846,inactive
e4063,12.814,0.456,1.69,2.197,0.274,3.677,3.676,3.559,516,1.273,inactive
e4064,7.677,0.458,1.615,1.386,0.239,3.67,3.596,3.482,252,0.681,inactive
e4065,7.882,0.458,1.515,1.946,0.305,3.733,3.664,3.58,299,1.068,inactive
e4066,10.176,0.482,1.127,4.722,0.327,3.925,3.93,3.553,546,1.344,inactive
e4067,0,0.479,1.698,0,0.18,4.709,3.93,3.411,66,0.934,inactive
e4068,7.875,0.467,1.595,0,0.251,3.688,3.628,3.583,302,0.693,inactive
e4070,6.691,0.47,1.562,1.099,0.257,3.635,3.623,3.486,206,0.761,inactive
e4071,7.193,0.463,1.963,0,0.241,3.628,3.544,3.37,143,0.653,inactive
e4072,0.615,0.438,1.663,0,0.209,3.568,3.433,3.185,52,0.232,inactive
e4073,4.772,0.482,1.028,0,0.359,4.021,3.839,3.409,324,1.115,inactive
e4074,0,0.483,1.387,0,0.284,3.827,3.836,3.25,203,2.082,inactive
e4075,5.611,0.455,1.517,1.609,0.296,3.721,3.657,3.514,245,1.01,inactive
e4076,6.203,0.482,1.51,0,0.279,3.737,3.767,3.401,168,1.519,inactive
e4078,6.689,0.444,1.767,2.197,0.219,3.735,3.609,3.685,308,0.74,inactive
e4079,14.082,0.451,1.606,2.565,0.29,3.68,3.583,3.63,716,0.735,inactive
e4080,9.784,0.479,1.281,3.056,0.319,3.88,3.871,3.459,386,1.415,inactive
e4081,7.183,0.488,1.019,5.901,0.339,4.754,4.152,3.763,872,2.87,inactive
e4083,13.119,0.478,1.542,2.197,0.255,3.664,3.691,3.561,538,1.468,inactive
e4084,41.892,0.584,0.862,4.599,0.317,4.834,4.134,4.153,1048,8.706,inactive
e4085,0,0.423,1.554,0,0.409,3.869,3.676,3.209,114,0.518,inactive
e4087,0,0.581,0.525,0,0.323,4.295,3.831,4.027,309,1.156,inactive
e4088,13.722,0.487,1.526,2.197,0.272,3.843,3.818,3.498,574,2.95,inactive
e4089,6.034,0.483,1.205,3.841,0.305,3.894,3.889,3.381,337,1.084,inactive
e4090,17.452,0.46,1.414,5.007,0.279,3.88,3.831,3.638,1218,1.311,inactive
e4091,6.268,0.473,1.682,1.946,0.222,3.623,3.575,3.469,212,0.79,inactive
e4092,17.529,0.511,0.87,7.501,0.373,6.88,4.105,4.721,2666,3.868,inactive
e4093,7.707,0.485,1.208,4.123,0.319,3.881,3.871,3.485,386,1.296,inactive
e4094,17.381,0.489,0.965,6.487,0.344,3.992,3.988,3.76,1441,2.847,inactive
e4096,5.879,0.537,0.862,0,0.226,4.031,3.604,3.56,120,1.978,inactive
e4097,19.65,0.517,1.894,0,0.272,4.149,4.362,3.413,364,2.748,inactive
e4102,15.505,0.48,1.537,2.944,0.232,3.686,3.721,3.564,802,1.695,inactive
e2044,58.984,0.434,1.352,5.03,0.386,3.887,3.792,3.772,5210,4.447,inactive
e4104,15.552,0.46,1.712,1.099,0.281,3.716,3.627,3.499,434,1.235,inactive
e4106,11.097,0.479,1.642,1.609,0.234,3.634,3.666,3.493,364,1.272,inactive
e4107,8.36,0.472,1.555,1.386,0.248,3.657,3.646,3.47,262,0.92,inactive
e4108,13.698,0.469,1.391,3.804,0.316,3.887,3.787,3.448,580,1.464,inactive
e4109,10.118,0.476,1.421,2.708,0.279,3.768,3.799,3.552,499,2.022,inactive
e4110,5.702,0.472,1.213,4.038,0.292,3.839,3.847,3.524,334,0.84,inactive
e4111,14.567,0.456,1.69,1.792,0.283,3.696,3.58,3.514,448,0.943,inactive
e4112,3.172,0.485,1.325,0,0.344,3.832,3.843,3.4,244,1.493,inactive
e4113,44.781,0.52,1.589,4.111,0.305,4.18,4.439,3.688,1924,8.656,inactive
e4114,13.663,0.521,1.971,0,0.194,4.434,4.338,4.078,236,1.63,inactive
e4115,14.299,0.449,1.123,4.957,0.312,4.011,3.874,3.693,1218,1.668,inactive
e4116,32.8,0.49,1.959,2.773,0.3,4.136,4.36,3.566,828,4.291,inactive
e4117,0,0.487,1.471,0,0.229,4.709,3.915,3.766,94,1.13,inactive
e4118,20.894,0.547,1.092,0,0.276,4.079,3.675,3.524,229,1.384,inactive
e4119,5.185,0.491,1.579,0,0.334,3.77,3.773,3.413,254,2.186,inactive
e4120,9.828,0.464,1.089,5.134,0.36,3.91,3.856,3.692,633,1.603,inactive
e4121,2.031,0.537,1.124,0,0.334,4.733,4.049,4.09,378,2.178,inactive
e4123,22.768,0.47,1.508,2.89,0.281,3.706,3.701,3.647,1631,1.841,inactive
e4124,0,0.476,1.731,0,0.195,4.708,3.915,3.253,46,0.447,inactive
e4125,14.862,0.488,2.018,1.386,0.344,4.126,4.356,3.544,434,2.846,inactive
e4126,16.006,0.502,1.7,0,0.338,4.563,4.14,3.633,382,5.331,inactive
e4127,3.502,0.485,1.771,0,0.245,4.419,3.882,3.77,256,1.015,inactive
e4128,11.28,0.493,1.264,3.726,0.334,3.898,3.897,3.558,471,1.56,inactive
e4129,4.74,0.543,0.726,0,0.347,4.097,3.906,3.64,207,1.182,inactive
e4130,0,0.478,1.396,0,0.258,3.71,3.697,3.321,92,0.894,inactive
e4131,14.762,0.456,1.672,3.446,0.289,3.838,3.611,3.446,580,1.008,inactive
e4133,2.792,0.48,1.339,2.151,0.344,3.842,3.757,3.18,217,0.986,inactive
e4134,1.559,0.452,1.805,0,0.267,3.586,3.523,3.134,50,0.306,inactive
e4135,0,0.611,1.121,0,0.267,3.916,3.65,3.45,29,0,inactive
e4136,7.322,0.469,1.474,3.169,0.349,3.85,3.751,3.387,334,1.025,inactive
e4139,1.311,0.491,0.926,6.29,0.342,4.023,4.004,3.375,426,1.239,inactive
e4140,12.078,0.488,1.537,1.946,0.228,3.676,3.712,3.561,444,1.685,inactive
e4141,2.158,0.476,1.458,0,0.219,3.595,3.624,3.215,56,0.359,inactive
e4142,19.283,0.464,1.368,5.88,0.33,4.738,4.069,3.849,2402,3.169,inactive
e4143,18.73,0.486,1.23,0,0.293,3.898,3.719,3.573,332,1.418,inactive
