Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,CATS2D Lipophilic-Lipophilic at lag 03,CATS2D Lipophilic-Lipophilic at lag 06,Frequency of C - C at topological distance 3,Information Content index (neighborhood symmetry of 2-order),mean information content on the distance degree equality,Balaban-like index from distance/detour matrix,Balaban-like index from Barysz matrix weighted by mass,path/walk 5 - Randic shape index,ring perimeter,AgonistClass
e2239,13.378,2,2,8,4.041,3.546,10.8915,2.9317,0.077,11,inactive
e2240,72.315,13,18,32,4.941,4.926,22.5854,2.9817,0.078,6,inactive
e2241,36.55,6,6,24,4.368,4.282,14.961,2.1973,0.113,15,inactive
e2242,21.401,12,6,27,3.881,3.922,22.1739,2.0639,0.129,18,inactive
e2243,55.035,7,7,19,4.301,3.971,17.1539,2.2357,0.115,19,inactive
e2244,38.876,11,7,28,3.983,4.134,11.7113,1.7785,0.097,18,inactive
e2245,14.117,4,0,13,3.744,3.572,12.1502,2.7538,0.091,12,inactive
e2246,16.615,2,0,14,3.934,3.392,9.8195,2.0501,0.068,11,inactive
e2247,27.094,0,1,2,4.115,3.108,11.7964,4.2314,0.108,6,inactive
e2248,35.005,5,3,29,4.763,4.632,13.8364,1.2778,0.108,25,inactive
e2249,31.866,7,1,29,4.706,4.696,12.468,1.3414,0.1,21,inactive
e2250,149.12,0,0,17,4.537,4.156,20.982,3.9902,0.087,6,inactive
e2251,6.704,9,0,15,3.669,3.457,10.8723,2.5307,0.094,11,inactive
e2252,25.347,14,3,28,4.152,4.162,11.2331,1.4981,0.089,18,inactive
e3370,5.906,1,4,10,3.856,3.096,9.5518,2.7897,0.083,6,inactive
e2254,24.588,9,4,24,4.621,4.002,13.2553,2.0085,0.091,15,inactive
e2255,28.958,8,0,26,4.32,3.892,13.6575,1.3662,0.102,20,inactive
e2256,55.076,8,4,48,5.095,5.226,11.3462,0.991,0.096,39,inactive
e2257,36.113,4,17,23,4.777,4.162,11.9176,1.7745,0.099,18,inactive
e2258,93.998,0,0,11,3.844,5.172,22.8597,3.7996,0.127,11,inactive
e2259,27.59,2,2,19,4.593,4.252,13.2972,2.5075,0.08,11,inactive
e2260,27.847,6,2,26,4.32,4.423,12.085,1.3204,0.101,21,inactive
e2261,40.049,15,14,25,4.165,4.774,18.6427,2.3468,0.07,5,inactive
e2262,6.34,5,0,19,3.823,3.125,19.4035,2.0762,0.121,15,inactive
e2263,15.408,10,13,23,4.091,4.324,13.8787,1.8554,0.108,22,inactive
e2264,46.774,6,4,26,4.825,4.595,12.9675,1.6979,0.085,16,inactive
e2265,18.869,17,9,25,4.261,3.916,18.6596,2.3071,0.098,15,inactive
e2266,22.049,29,15,31,3.839,4.107,14.8479,2.1333,0.11,16,inactive
e2267,407.436,21,20,30,4.313,3.366,13.92,2.5886,0.102,18,inactive
e2268,9.205,6,0,9,3.968,3.203,12.0218,3.0422,0.077,6,inactive
e2269,0.879,0,0,9,3.873,3.507,12.2175,3.2906,0.111,7,inactive
e2271,29.61,6,17,26,3.759,3.741,16.5653,1.7013,0.123,20,inactive
e2272,0.92,4,0,7,3.239,1.371,8.9464,3.3898,0.077,6,inactive
e2273,0,0,0,1,3.006,2.128,6,6.7632,0,0,inactive
e2274,10.647,7,4,12,3.856,3.5,10.7409,2.476,0.068,6,inactive
e2275,0,2,0,3,3.24,2.236,7.8978,2.5539,0.062,6,inactive
e2276,15.449,2,4,5,3.552,2.985,10.161,4.997,0.076,6,inactive
e2277,0,0,0,0,1.086,0.722,4,6.1209,0,0,inactive
e2278,16.747,10,7,12,2.615,3.499,16,3.0024,0.052,0,inactive
e2279,17.002,0,0,3,3.007,2.595,10,6.5199,0.05,0,inactive
e2280,0,0,0,6,2.777,2.5,7,3.5435,0.036,0,inactive
e2281,2.203,0,0,3,3.906,2.845,12.8444,3.1132,0.09,9,inactive
e2282,6.169,3,0,9,2.807,1.922,11.9846,3.5372,0.1,6,inactive
e2283,0,5,0,5,2.549,2.156,8.1463,3.1074,0.068,6,inactive
e2284,19.488,17,4,22,4.565,3.35,14.4231,2.3471,0.1,9,inactive
e2285,2.301,2,0,8,3.484,3.507,14.7813,2.8128,0.102,10,inactive
e2286,0,0,0,0,2.354,1.922,4,2.8971,0,0,inactive
e2287,0,1,0,0,2.646,1.922,4,3.4057,0,0,inactive
e2288,0,0,0,3,2.935,1.392,8,4.0543,0,0,inactive
e2290,1.02,0,0,1,3.323,2.807,6,3.5548,0.022,0,inactive
e2291,13.425,8,1,7,3.128,2.725,8.5992,3.1154,0.078,6,inactive
e2292,0.678,0,0,1,3.236,2.725,8,4.0614,0.043,0,inactive
e2293,0.499,2,0,5,3.457,2.156,8.1463,3.1336,0.068,6,inactive
e2294,1.966,2,0,3,2.88,1.95,6,2.4768,0.043,0,inactive
e2295,5.448,7,4,7,2.95,2.322,9,2.7621,0.051,0,inactive
e2296,0,6,0,5,3.182,2.371,9.3387,3.5698,0.078,6,inactive
e2297,0,1,0,1,2.815,1.922,4,2.9226,0,0,inactive
e2298,14.394,2,0,5,3.489,2.689,11,5.4302,0.049,0,inactive
e2299,1.752,12,0,18,3.082,3.107,18.4981,2.6433,0.123,12,inactive
e2300,13.974,2,3,8,2.778,2.974,14,2.9139,0.055,0,inactive
e2301,0,0,0,0,2.828,1.918,5,2.9507,0,0,inactive
e2302,6.207,15,0,17,3.317,3.039,13.9869,2.6164,0.106,10,inactive
e2303,0,0,0,0,2.725,0.918,5,4.3821,0,0,inactive
e2304,0,0,0,0,3,0,6.8182,3.6599,0,5,inactive
e2305,0,7,0,7,2.707,2.974,14.911,3.5768,0.107,9,inactive
e2306,29.534,7,5,35,3.931,3.873,21.2014,2.1034,0.122,18,inactive
e2307,0,3,0,3,2.246,1.842,6,3.8542,0,0,inactive
e2308,29.218,7,14,19,3.749,4.502,16.2986,2.9163,0.088,6,inactive
e2309,0,0,0,0,1.85,1.449,6,3.9325,0,0,inactive
e2310,0.591,0,0,3,3.684,2.156,8.1463,2.6682,0.068,6,inactive
e2311,0,0,0,3,2.458,2.128,6,3.7512,0,0,inactive
e2312,6.927,27,3,30,2.774,3.682,20.7149,2.4784,0.128,14,inactive
e2313,4.908,2,2,4,3.196,2.914,8.9537,2.7604,0.078,6,inactive
e2314,0.542,0,0,3,3.392,3.093,11.633,4.0904,0.093,6,inactive
e2315,1.228,3,0,7,3.366,1.918,10.5148,3.5625,0.088,6,inactive
e2316,1.372,2,0,3,3.735,2.689,10.5155,3.8594,0.082,6,inactive
e2317,0,4,0,0,1.5,0.918,5,4.9447,0,0,inactive
e2318,0,4,0,5,3.41,2.725,8.998,3.4374,0.071,6,inactive
e2319,0,2,0,5,2.33,1.224,8,3.7877,0,0,inactive
e2320,8.968,6,0,12,4.019,2.953,14.6671,3.4074,0.105,10,inactive
e2321,0,0,0,0,1.811,0.811,7,5.9899,0,0,inactive
e2322,64.837,19,19,49,4.253,4.215,20.7571,2.5002,0.109,20,inactive
e2323,6.457,5,0,7,3.073,2.845,10,3.7598,0.029,0,inactive
e2324,2.669,5,0,14,3.554,2.777,17.7493,2.7273,0.116,13,inactive
e2325,19.49,0,9,12,2.94,2.449,13,5.2616,0.095,0,inactive
e2326,0,1,0,2,3.027,1.585,5,2.9379,0.033,0,inactive
e2327,2.511,5,0,7,3.05,2.725,8.5992,2.9424,0.078,6,inactive
e2328,2.48,2,0,5,3.503,1.555,10.1243,3.4136,0.08,6,inactive
e2329,14.499,6,8,9,3.539,3.22,10.5479,2.8209,0.087,12,inactive
e2330,29.162,7,1,7,3.798,3.682,13.3597,4.4952,0.089,6,inactive
e2331,0,2,0,2,2.557,1.792,5,3.7203,0,0,inactive
e2332,1.024,9,0,12,3.567,3.278,14.3087,2.4803,0.094,10,inactive
e2333,5.814,0,0,4,2.903,2.322,9,3.118,0.051,0,inactive
e2334,32.686,0,3,3,3.292,2.788,13,6.8312,0.097,0,inactive
e2335,2.436,0,0,1,2.406,1.5,7,3.7673,0.059,0,inactive
e2337,5.667,6,1,7,2.927,2.419,8.3809,2.7949,0.078,6,inactive
e2338,18.813,14,11,15,2.931,3.301,18,3.0164,0.057,0,inactive
e2339,3.509,0,1,4,2.909,2.122,9,4.424,0.031,0,inactive
e2340,12.125,6,3,9,2.999,3.236,13,3.1629,0.046,0,inactive
e2341,15.051,16,11,16,2.829,3.499,11.0458,1.8481,0.068,6,inactive
e2342,7.023,4,6,10,2.67,2.896,10.0307,2.2988,0.092,12,inactive
e2343,2.671,0,0,4,3.684,2.948,7.9112,2.9504,0.07,5,inactive
e2344,0,3,0,5,3.011,2.503,9.2043,3.342,0.054,6,inactive
e2345,1.48,1,0,3,3.128,3.239,10.8381,3.775,0.081,6,inactive
e2346,0.316,3,0,5,2.727,2.156,8.1463,3.0285,0.068,6,inactive
e2348,0,2,0,3,2.391,2.419,8,4.5961,0,0,inactive
e2349,8.342,7,4,8,3.405,2.369,10,3.3827,0.034,0,inactive
e2350,0,0,0,1,2.322,1.585,5,3.2613,0.033,0,inactive
e2352,27.766,19,18,20,3.197,4.107,20,3.5715,0.046,0,inactive
e2353,0,4,0,3,2.549,2.446,8.8592,4.759,0.062,6,inactive
e2354,2.907,11,2,11,2.689,1.371,8.9464,2.7973,0.077,6,inactive
e2355,0,3,0,1,3.182,1.918,5,3.3788,0,0,inactive
e2356,0,0,0,2,2.557,1.918,5,3.4732,0,0,inactive
e2357,4.809,4,4,10,2.365,2.625,10.0419,2.3244,0.086,12,inactive
e2358,0,0,0,2,3.182,2.807,6,3.8639,0.022,0,inactive
e2359,0,0,0,0,1.458,0.811,3,8.2763,0,0,inactive
e2360,7.036,33,7,33,2.8,3.735,21.4201,2.4833,0.132,14,inactive
e2361,0,6,0,8,3.109,2.503,9.2043,3.2943,0.054,6,inactive
e2362,0.941,9,0,9,2.926,2.197,8.4791,2.9815,0.066,6,inactive
e2363,2.436,0,0,2,3.281,2.5,7,3.724,0.029,0,inactive
e3373,5.931,1,4,8,3.884,2.914,9.3446,2.7221,0.084,6,inactive
e2365,18.169,15,11,17,3.019,3.932,12.3953,1.909,0.068,6,inactive
e2366,0,0,0,10,2.806,2.369,10.1624,2.8346,0.048,6,inactive
e2367,1.612,1,0,5,3.293,2.845,9.7236,3.3394,0.078,6,inactive
e2368,16.268,2,8,13,3.453,3.189,11.6463,2.0652,0.095,18,inactive
e2369,0,12,3,5,3.006,2.522,10.1364,3.8401,0.074,6,inactive
e2370,3.884,1,0,5,3.821,2.624,12.2699,2.7196,0.093,9,inactive
e2371,9.682,3,0,12,3.979,3.379,13.0197,2.644,0.105,9,inactive
e2372,11.549,5,4,8,3.454,3.522,13,3.2561,0.06,0,inactive
e2373,4.009,11,1,14,3.262,3.039,14.7135,3.0922,0.104,10,inactive
e2374,2.992,9,2,11,3.884,2.845,9.7236,2.6574,0.078,6,inactive
e2375,5.52,0,4,2,2.485,1.837,8,3.0928,0.038,0,inactive
e2376,14.479,5,2,9,2.971,3,15,3.2005,0.046,0,inactive
e2377,5.536,0,0,4,3.126,3.122,9,3.5064,0.048,0,inactive
e2378,8.675,10,1,14,3.336,2.074,10.5166,2.4945,0.066,6,inactive
e2379,21.871,17,6,14,2.845,3.17,12.663,3.0619,0.088,12,inactive
e2380,3.525,0,2,2,3.368,2.725,8,3.7261,0.053,0,inactive
e2381,0.517,5,0,8,3.366,2.722,9.3487,3.2195,0.062,6,inactive
e2382,0,0,0,0,0.907,0.811,3,10.592,0,0,inactive
e2383,1.107,2,0,7,3.461,3.664,13.3226,2.831,0.096,9,inactive
e2384,0,0,0,0,1.43,0.722,4,3.5858,0,0,inactive
e2385,0,0,0,0,3.252,1.918,5,3.2787,0,0,inactive
e2386,5.965,7,4,7,2.914,2.322,9,2.7038,0.051,0,inactive
e2387,3.099,2,0,9,3.559,3.374,13.8041,2.8461,0.096,9,inactive
e2388,10.938,5,6,12,3.606,3.572,12.0324,2.7681,0.099,12,inactive
e2389,0,1,0,2,3.022,1.918,7.0256,3.3123,0.023,5,inactive
e2390,0,3,0,3,3.182,3.278,9.8364,3.8711,0.067,6,inactive
e2391,0,0,0,0,2.156,0.811,3,3.875,0,0,inactive
e2392,0,0,0,1,3.027,1.922,4.4139,2.1158,0,3,inactive
e2394,1.749,0,0,2,3.221,1.95,6,2.7123,0.043,0,inactive
e2395,0,0,0,1,3.027,1.585,5,2.8155,0.033,0,inactive
e2396,10.303,3,1,9,4.114,3.471,12.0436,2.7612,0.086,6,inactive
e2397,35.061,7,16,27,4.201,4.106,14.3024,2.416,0.103,12,inactive
e2398,0,0,0,0,2.725,1.922,4,3.7764,0,0,inactive
e2399,0,3,0,5,3.22,1.561,8.4152,3.1294,0.06,6,inactive
e2400,0.293,5,0,7,2.727,2.419,8.3809,2.7671,0.078,6,inactive
e2401,2.637,3,0,6,3.031,2.646,8.7761,2.9705,0.07,6,inactive
e2402,0.856,12,0,12,1.807,1.522,14.0354,1.9254,0.095,10,inactive
e2404,1.457,0,0,2,2.676,2.281,8,3.7043,0.05,0,inactive
e2405,0,0,0,0,3.239,2.128,6,6.1976,0,0,inactive
e2406,0,0,0,4,3.24,2.197,8.4791,3.1169,0.066,6,inactive
e2407,0,4,0,7,2.909,1.585,9.0029,3.2094,0.058,6,inactive
e2408,0.709,2,0,5,2.323,2.419,8.3809,2.4295,0.078,6,inactive
e2410,26.022,0,1,2,3.286,3.039,13,7.5392,0.062,0,inactive
e2411,5.237,0,0,4,3.126,2.503,8,3.1918,0.045,0,inactive
e2412,38.726,7,19,28,4.394,4.822,13.7229,1.961,0.092,18,inactive
e2413,28.045,13,8,22,3.914,3.459,11.8561,2.1231,0.092,12,inactive
e2414,0,0,0,0,2.669,1.392,8,4.8646,0,0,inactive
e2415,13.589,9,6,11,2.324,3.107,8.4913,1.6271,0.05,3,inactive
e2416,17.259,3,0,6,4.515,4.263,12.6987,2.96,0.084,12,inactive
e2417,20.376,15,0,7,2.197,1.449,10.6155,3.5686,0.054,6,inactive
e2419,7.068,7,0,17,3.708,3.625,17.26,2.6247,0.114,13,inactive
e2420,0,0,0,2,2.469,1.918,5,3.1538,0,0,inactive
e2421,1.926,4,0,7,3.261,1.459,9.7449,3.2473,0.066,6,inactive
e2422,0,5,0,5,2.549,2.156,8.1463,3.0407,0.068,6,inactive
e2423,0,0,0,2,2.642,2.156,8.1463,2.5046,0.068,6,inactive
e2424,7.402,12,4,18,3.065,2.88,10.9705,2.1774,0.093,12,inactive
e2425,8.069,4,4,10,2.567,2.625,10.0419,2.1667,0.086,12,inactive
e2426,13.599,0,3,6,3.096,2.585,14.2765,3.4991,0.123,6,inactive
e2427,0.682,2,0,5,2.852,2.419,8.3809,2.9199,0.078,6,inactive
e2428,2.284,7,0,8,3.039,2.722,8.6344,2.7811,0.083,6,inactive
e2429,2.171,3,0,8,2.795,2.922,8.7974,3.2949,0.07,5,inactive
e2430,0.766,3,0,7,2.852,2.646,8.7761,3.0096,0.07,6,inactive
e2431,0,0,0,2,2.046,1.379,6,4.057,0,0,inactive
e2432,0,0,0,3,2,1.585,9.0029,3.9137,0.058,6,inactive
e2433,6.031,4,0,5,2.414,1.371,9,3.6685,0.069,0,inactive
e2434,0,1,0,2,2.923,1.585,5,2.5575,0.033,0,inactive
e2435,1.765,0,0,2,2.985,2.503,8,3.8156,0.057,0,inactive
e2436,11.264,0,0,2,2.88,2.281,8,3.381,0.05,0,inactive
e2437,3.786,4,0,7,3.535,1.959,9.6828,3.0065,0.076,6,inactive
e2438,0.616,4,0,5,3.24,2.722,9.3487,3.4394,0.062,6,inactive
e2439,0,3,0,8,3.382,3.278,14.3087,2.7219,0.094,10,inactive
e2440,4.671,4,1,8,3.3,2.914,9.6173,3.0581,0.085,6,inactive
e2441,4.962,2,0,6,3.137,2.914,7.6119,2.089,0.065,9,inactive
e2442,5.63,7,1,7,3.41,2.626,10.6766,3.8567,0.071,6,inactive
e2443,0,1,0,1,3.027,1.918,5,3.1897,0,0,inactive
e2444,2.697,4,0,7,3.63,2.418,10.4153,3.2688,0.091,6,inactive
e2445,0,5,0,3,3.181,2.322,9.8061,4.12,0.063,6,inactive
e2446,0.583,2,0,5,2.727,2.156,8.1463,2.9688,0.068,6,inactive
e2447,14.75,12,4,14,2.698,2.44,10.2277,1.6929,0.093,12,inactive
e2448,3.048,1,0,4,3.346,2.197,7.6007,2.8242,0.053,5,inactive
e2449,7.471,3,0,6,3.787,3.239,10.4358,3.2325,0.081,6,inactive
e2450,53.168,5,3,32,4.905,5.194,15.3572,1.6908,0.092,24,inactive
e2451,7.522,5,2,7,2.642,2.732,6.648,1.6779,0.046,3,inactive
e2452,5.575,0,0,4,3.501,2.722,9,3.7096,0.039,0,inactive
e2453,8.461,10,0,14,3.43,3.19,8.5943,2.1206,0.059,9,inactive
e2454,14.677,6,6,9,3.178,3.375,15,3.2639,0.048,0,inactive
e2455,17.998,21,5,22,4.266,3.97,13.728,2.293,0.095,9,inactive
e2456,0,0,0,1,3.027,1.522,4,3.0005,0,0,inactive
e2457,0,3,0,5,3.039,2.732,10.2078,3.8955,0.058,6,inactive
e2458,0.953,3,0,5,3.19,2.732,10.2078,3.772,0.058,6,inactive
e2459,0,5,0,8,3.078,3.17,8.9209,3.2133,0.063,6,inactive
e2460,0.616,4,0,5,3.374,2.371,9.1454,3.3332,0.078,6,inactive
e2461,7.415,10,8,12,2.488,2.44,9.7817,2.2658,0.08,12,inactive
e2462,81.279,6,9,10,2.98,3.146,11.5439,2.8417,0.092,12,inactive
e2463,0.299,2,0,7,3.337,3.664,13.3226,2.8594,0.096,9,inactive
e2464,5.451,9,0,14,2.864,3.239,14.0477,2.9669,0.11,10,inactive
e2465,0,2,0,0,2.419,1.922,4,4.6168,0,0,inactive
e2466,2.326,2,0,5,3.537,3.278,9.8364,3.5338,0.067,6,inactive
e2467,0,5,0,5,3.057,1.561,8.4152,3.4246,0.06,6,inactive
e2468,1.335,0,0,2,3.323,2.236,6,3.4928,0.044,0,inactive
e2469,0,0,0,0,2.2,1.842,6,5.0973,0,0,inactive
e2470,0,1,0,0,3.027,2.522,6,4.3392,0,0,inactive
e2471,0,3,0,5,3.25,1.918,10.5148,3.7134,0.088,6,inactive
e2472,1.311,7,0,11,3.404,3.278,14.3087,3.006,0.094,10,inactive
e2473,0,1,0,0,3.252,1.918,5,3.5197,0,0,inactive
e2474,1.629,2,0,5,3.281,1.459,9.7449,3.2726,0.066,6,inactive
e2475,0,2,0,3,2.353,2.236,7.8978,3.086,0.062,6,inactive
e2476,0,0,0,1,2.953,2.236,6,3.227,0.044,0,inactive
e2477,4.524,1,0,3,2.914,1.922,9,3.1351,0.042,0,inactive
e2478,0,0,0,4,2.022,2.128,6,3.6179,0,0,inactive
e2479,9.965,0,0,6,3.938,3.393,12,3.6797,0.056,0,inactive
e2480,0,0,0,0,1.868,0.811,3,3.1346,0,0,inactive
e2481,0,0,0,0,1.918,0.811,3,5.3589,0,0,inactive
e2482,0,3,0,3,1.833,1.792,5,3.1685,0,0,inactive
e2483,7.867,0,1,2,2.863,2.722,9,6.807,0.044,0,inactive
e2484,0,2,0,0,2.845,1.922,4,3.4066,0,0,inactive
e2485,0,1,0,1,2.845,1.922,4,3.2994,0,0,inactive
e2486,0,4,0,0,1.5,0.918,5,6.0773,0,0,inactive
e2487,0,0,0,0,2.2,0.918,5,4.0511,0,0,inactive
e2488,8.723,4,2,6,3.719,3.239,10.0424,4.2746,0.072,6,inactive
e2489,0,0,0,1,3.14,2.522,6,4.0116,0,0,inactive
e2490,29.356,0,0,8,3.045,2.534,20,5.1072,0.039,0,inactive
e2491,23.845,4,11,18,3.116,2.884,11.119,2.5225,0.098,12,inactive
e2492,0,5,0,5,3.41,2.503,9.2043,3.5334,0.054,6,inactive
e2493,2.676,5,0,7,3.009,2.914,9.9295,3.5422,0.084,6,inactive
e2494,0,4,0,5,3.093,3.17,8.9209,3.4125,0.063,6,inactive
e2495,0.592,5,0,10,3.535,1.522,14.0354,2.45,0.095,10,inactive
e2496,13.72,5,12,16,3.181,3.328,10.2494,2.2621,0.095,12,inactive
e2498,0,2,0,5,2.323,2.725,8.6229,2.5505,0.058,6,inactive
e2499,0,7,0,5,2.923,2,8.5279,3.5034,0.057,6,inactive
e2500,0,2,0,0,3.096,1.918,5,4.0842,0,0,inactive
e2501,0,4,0,5,3.057,2.845,9.5636,3.4491,0.076,6,inactive
e2502,0,1,0,3,3.125,2.371,9.1454,3.4475,0.078,6,inactive
e2503,1.551,3,0,5,3.432,2.845,9.7236,3.4751,0.078,6,inactive
e2504,2.341,0,0,2,3.392,2.25,5.3734,2.0662,0.044,3,inactive
e2505,0,0,0,0,1.058,0.722,4,10.3216,0,0,inactive
e2506,27.214,3,0,13,4.287,3.896,14.7281,2.7716,0.094,12,inactive
e2507,12.661,10,5,13,3.844,3.323,10.652,2.2525,0.064,6,inactive
e2508,28.616,7,6,18,4.018,4.187,12.4683,1.9877,0.074,9,inactive
e2510,0,2,0,0,2.5,0.811,7,5.9899,0,0,inactive
e2511,0,2,0,1,2.557,1.922,4,2.9224,0,0,inactive
e2512,0,1,0,2,1.379,0,7.5,3.3053,0.063,6,inactive
e2513,0,0,0,0,2.281,1.557,7.4192,3.2136,0.046,5,inactive
e2514,0,4,0,0,2.845,0.918,5,4.2656,0,0,inactive
e2515,0,0,0,0,1.058,0.918,2,6.3973,0,0,inactive
e2516,0.403,2,0,5,3.25,2.722,9.3487,3.3153,0.062,6,inactive
e2517,0.596,2,0,5,3.17,2.722,9.3487,3.2576,0.062,6,inactive
e2518,0,0,0,2,2.34,1.379,6,3.4148,0,0,inactive
e2519,4.635,0,0,2,3.471,2.948,8,3.9139,0.046,0,inactive
e2521,5.15,0,3,4,2.825,2.281,8,2.7363,0.05,0,inactive
e2522,1.334,0,0,2,2.156,1.585,5,2.815,0.033,0,inactive
e2523,0,3,0,0,1.792,1.792,5,8.9438,0,0,inactive
e2524,0,0,0,0,2.13,1.842,6,3.9867,0,0,inactive
e2525,21.584,0,6,0,2.286,1.854,12,7.333,0.089,0,inactive
e2526,39.093,15,16,26,3.022,4,20.1022,2.3848,0.076,6,inactive
e2527,7.334,4,0,5,3.88,3.027,10.986,4.7046,0.078,6,inactive
e2528,7.673,0,0,5,3.662,2.507,11.3817,3.0808,0.089,6,inactive
e2529,0,5,0,5,2.496,2.197,8.4791,3.2094,0.066,6,inactive
e2530,6.693,4,4,10,2.755,2.669,11.0333,2.4326,0.078,12,inactive
e2531,3.336,3,0,7,2.777,1.371,8.9464,2.2318,0.077,6,inactive
e2532,0.879,0,0,2,3.323,1.906,7,3.6517,0.032,0,inactive
e2533,0,5,0,5,2.833,1.906,7,3.5513,0,0,inactive
e2534,1.058,0,0,2,3.078,1.95,6,3.0205,0.043,0,inactive
e2535,0,15,0,8,3.422,3.128,16.168,2.7652,0.131,9,inactive
e2536,0,0,0,0,1.623,1.449,6,6.413,0,0,inactive
e2537,0.739,4,0,5,2.985,2.446,9,4.1701,0.016,0,inactive
e2538,19.91,14,11,15,3.04,3.422,19,3.0751,0.054,0,inactive
e2539,0,1,0,5,3.086,2.25,9.7333,2.4829,0.063,7,inactive
e2540,0.982,9,0,12,3.44,3.278,14.3087,2.5447,0.094,10,inactive
e2541,0,0,0,1,3.273,2.522,6,3.8603,0,0,inactive
e2542,0,0,0,1,2.42,1.75,7,4.1869,0,0,inactive
e2543,3.526,1,0,3,2.55,2,7,2.6125,0.048,0,inactive
e2544,0,2,0,1,2.252,1.585,5,3.3116,0.033,0,inactive
e2545,3.682,11,0,13,2.959,2.355,9.7493,3.0174,0.065,6,inactive
e2546,0,0,0,3,2.182,1.811,7,7.5031,0,0,inactive
e2547,0,2,0,3,2.144,2.236,7.8978,2.276,0.062,6,inactive
e2548,16.799,11,8,11,2.05,2.974,14,2.8415,0.055,0,inactive
e2549,0,9,0,9,2.951,1.975,12.895,2.1315,0.078,9,inactive
e2550,13.028,2,0,9,3.584,2.51,13.5516,4.1861,0.09,6,inactive
e2551,0,0,0,0,3.261,2.503,8,4.4003,0,0,inactive
e2552,32.263,3,0,3,3.302,2.733,19,7.7733,0.072,0,inactive
e2553,41.783,19,18,30,3.589,3.873,14.3734,2.4318,0.094,15,inactive
e2554,23.677,24,20,44,3.572,4.106,12.0795,1.2398,0.099,30,inactive
e2555,4.555,3,0,7,3.491,2.646,9,4.0984,0.041,0,inactive
e2556,5.493,12,0,14,2.585,2.236,10.3006,2.4434,0.095,12,inactive
e2557,0,3,0,3,2.395,1.918,5,2.6272,0,0,inactive
e2558,5.255,0,0,10,2.606,1.792,9.6214,2.3504,0.087,6,inactive
e2559,2.157,9,1,9,3.082,2.725,8.5992,2.8816,0.078,6,inactive
e2560,0,1,0,4,3.273,2,8.5279,3.6266,0.057,6,inactive
e2561,1.375,1,0,3,3.453,0.811,8.3067,3.2326,0.08,6,inactive
e2562,4.633,10,8,22,3.123,3.668,14.071,1.7955,0.103,18,inactive
e2563,6.213,11,0,15,2.656,1.449,10.6155,3.0755,0.054,6,inactive
e2564,0,0,0,1,3.455,1.918,5,2.9104,0,0,inactive
e2565,0,0,0,4,2.945,1.906,8.3245,2.715,0.055,6,inactive
e2566,19.519,6,0,7,3.497,2.371,9.3387,3.4658,0.078,6,inactive
e2568,10.635,8,3,21,3.693,3.75,17.8099,2.691,0.132,13,inactive
e2569,1.723,3,0,5,3.071,2.419,8.3809,2.7315,0.078,6,inactive
e2571,0,0,0,0,2.25,2.236,7.1479,2.386,0.037,5,inactive
e2572,1.288,1,0,5,3.346,2.722,9.4033,3.3344,0.072,6,inactive
e2573,0,2,0,10,3.22,3.022,15.5827,1.7037,0.105,11,inactive
e2574,0,0,0,0,2.187,1.95,7.3401,5.4403,0.029,5,inactive
e2575,0,0,0,0,2.122,1.918,7.0256,4.2664,0.023,5,inactive
e2576,2.12,2,0,5,3.511,2.914,9.3347,3.0823,0.071,6,inactive
e2577,8.003,2,6,7,3.682,2.7,10.2761,2.8076,0.08,6,inactive
e2578,0,0,0,4,3.236,2.197,8.4791,3.1481,0.066,6,inactive
e2579,0,0,0,0,1.922,1.585,9.0029,3.6707,0.058,6,inactive
e2580,0.815,5,0,7,3.031,2.197,8.4791,2.9106,0.066,6,inactive
e2581,0.275,3,0,5,3.175,2.725,8.998,3.3297,0.071,6,inactive
e2582,5.707,7,0,12,3.491,3.24,14.8889,3.708,0.101,10,inactive
e2583,1.777,4,0,9,3.532,3.547,13.661,2.9349,0.096,10,inactive
e2584,2.874,3,0,8,2.922,1.918,10.5148,3.3692,0.088,6,inactive
e2585,24.237,2,5,17,4.189,3.523,11.3813,2.2967,0.093,12,inactive
e2587,1.166,4,0,5,2.984,0.811,8.3067,3.0821,0.08,6,inactive
e2588,1.061,6,0,7,3.109,2.725,8.998,3.2156,0.071,6,inactive
e2589,14.527,10,9,19,2.376,1.749,12.9212,3.2683,0.091,6,inactive
e2590,0,3,0,3,3.057,2,8.5279,2.5854,0.057,6,inactive
e2591,0,3,0,3,2.95,0.971,9.6144,3.8574,0.076,6,inactive
e2592,0.275,0,0,3,3.046,2.722,9,4.3371,0.033,0,inactive
e2593,2.967,2,0,4,3.327,2.664,10,4.0757,0.052,0,inactive
e2594,2.286,3,0,4,2.833,2,7,2.6549,0.048,0,inactive
e2595,0.806,2,0,5,3.375,2.371,9.1454,3.221,0.078,6,inactive
e2596,0,0,0,2,2.606,1.918,5,2.9016,0,0,inactive
e2597,2.343,1,0,3,3.584,2.722,9,3.6396,0.047,0,inactive
e2598,0,3,0,4,3.076,2.522,6,3.393,0,0,inactive
e2599,0.812,0,0,2,3.453,2.25,7,3.6594,0.032,0,inactive
e2600,0,0,0,0,2.55,1.379,6,3.6267,0,0,inactive
e2601,0,0,0,0,2.419,1.842,6,5.4607,0,0,inactive
