Id,Frequency of C - C at topological distance 3,Moriguchi octanol-water partition coeff. (logP),squared Moriguchi octanol-water partition coeff. (logP^2),molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 2 of Burden matrix weighted by mass,normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment,Balaban V index,all-path Wiener index,first Zagreb index by Madan vertex degrees,BindingClass
e2325,12,4.756,22.617,0,0.277,3.405,0.251,0.734,343,88.071,inactive
e2326,2,0.957,0.916,0,0.214,3.14,0.809,0.737,35,18.694,inactive
e2329,9,2.185,4.773,4.539,0.318,3.734,0.26,0.318,1929,128.908,binder
e2330,7,4.46,19.896,4.931,0.363,4.17,0.183,0.459,1473,198.295,binder
e2331,2,1.064,1.133,0,0.2,2.828,0.758,1.203,28,26.768,inactive
e2332,12,2.545,6.478,4.577,0.342,3.371,0.276,0.45,940,58.104,inactive
e2333,4,0.224,0.05,0.693,0.229,3.377,0.28,0.552,165,41.196,inactive
e2334,3,1.178,1.387,0,0.305,3.735,0.263,0.813,320,109.493,inactive
e2335,1,-0.353,0.125,0,0.203,3.328,0.508,0.755,74,37.87,inactive
e2337,7,3.412,11.643,0,0.284,3.825,0.305,0.507,250,92.565,inactive
e2339,4,0.84,0.706,0,0.222,3.381,0.414,0.751,135,53.284,inactive
e2340,9,3.759,14.131,1.946,0.267,3.555,0.284,0.537,417,57.963,inactive
e2341,16,6.331,40.08,3.774,0.264,3.63,0.16,0.277,1366,70,inactive
e2343,4,-0.368,0.135,0,0.294,3.264,0.311,0.528,230,45.325,inactive
e2346,5,2.608,6.802,0,0.301,3.527,0.435,0.573,184,43.471,inactive
e2348,3,2.129,4.532,0,0.304,3.534,0.513,1.011,86,80.761,inactive
e2349,8,2.749,7.559,0,0.234,3.508,0.333,0.682,184,48.768,inactive
e2350,1,-1.325,1.756,0,0.214,3.094,0.588,0.737,35,23.875,inactive
e2354,11,3.562,12.69,0,0.324,3.313,0.282,0.498,326,44,inactive
e2355,1,2.604,6.781,0,0.281,3.443,0.592,0.955,31,47.135,inactive
e2356,2,0.957,0.916,0,0.202,2.999,0.577,0.882,32,21.439,inactive
e2357,10,3.088,9.538,5.03,0.297,3.786,0.222,0.283,1771,87.181,inactive
e2358,2,1.188,1.411,0,0.267,3.456,0.619,0.826,50,84.433,inactive
e2360,33,5.003,25.028,8.773,0.373,3.683,0.168,0.306,12304,100,inactive
e2362,9,3.169,10.039,0,0.303,3.326,0.314,0.558,239,40,inactive
e2363,2,0.052,0.003,0,0.247,3.215,0.543,0.82,71,37.307,inactive
e3373,8,2.153,4.637,3.056,0.283,3.433,0.253,0.453,423,50.082,inactive
e2366,10,1.318,1.738,0,0.277,3.312,0.325,0.612,379,62.824,inactive
e2367,5,0.592,0.351,0,0.332,3.277,0.326,0.531,399,60.636,inactive
e2368,13,4.387,19.247,6.87,0.329,4.066,0.129,0.201,9694,198.155,inactive
e2371,12,1.848,3.414,4.588,0.341,3.426,0.23,0.382,1564,80.185,inactive
e2372,8,4.058,16.465,2.079,0.248,3.525,0.283,0.53,423,57.867,inactive
e2373,14,3.31,10.955,6.711,0.351,3.609,0.255,0.416,1646,78.177,inactive
e2374,11,2.25,5.062,0,0.332,3.414,0.3,0.531,399,54.104,inactive
e2375,2,2.274,5.17,0,0.204,3.428,0.301,0.678,108,35.388,inactive
e2376,9,2.314,5.355,2.303,0.273,3.574,0.245,0.496,632,72.406,inactive
e2377,4,0.891,0.793,0,0.25,3.332,0.409,0.643,150,44.746,inactive
e2378,14,2.861,8.186,0,0.285,3.518,0.261,0.437,748,74.532,inactive
e2379,14,6.47,41.857,6.609,0.381,4.123,0.19,0.359,2611,187.116,inactive
e2380,2,1.619,2.621,0,0.249,3.408,0.446,0.726,104,39.867,inactive
e2381,8,1.628,2.649,0,0.327,3.26,0.353,0.57,314,49.241,inactive
e2382,0,2.419,5.85,0,0,6.652,1.16,1.592,9,401.336,inactive
e2384,0,2.226,4.957,0,0,2.75,0.881,1.553,16,39.423,inactive
e2385,0,0.133,0.018,0,0.202,3.299,0.726,0.882,32,33.899,inactive
e2386,7,4.678,21.888,1.099,0.229,3.455,0.224,0.552,165,34,inactive
e2387,9,1.696,2.875,5.633,0.375,3.67,0.247,0.395,1869,93.02,inactive
e2391,0,1.817,3.301,0,0,2.951,0.964,1.592,9,50.657,inactive
e2394,2,-0.917,0.84,0,0.219,3.202,0.352,0.666,56,25.521,inactive
e2395,1,-0.226,0.051,0,0.214,3.068,0.807,0.737,35,20.908,inactive
e2396,9,0.452,0.204,4.577,0.287,3.698,0.201,0.36,1494,102.999,inactive
e2398,0,0.18,0.032,0,0.2,3.369,0.886,1.106,18,149.018,inactive
e2399,5,1.859,3.456,0,0.284,3.029,0.341,0.612,182,37.027,inactive
e2400,7,1.834,3.365,0,0.284,3.316,0.451,0.507,250,38.694,inactive
e2401,6,1.628,2.649,0,0.322,3.346,0.355,0.52,308,47.602,inactive
e2402,12,4.431,19.638,2.565,0.326,3.354,0.26,0.457,751,50,inactive
e2404,2,0.454,0.206,0,0.226,3.409,0.53,0.58,120,50.33,inactive
e2405,0,-1.731,2.997,0,0.195,3.118,0.838,0.97,46,66.268,inactive
e2406,4,-0.287,0.082,0,0.303,3.233,0.389,0.558,239,44.629,inactive
e2410,2,1.63,2.658,1.099,0.282,3.861,0.325,0.689,356,147.81,inactive
e2411,4,-0.129,0.017,0,0.216,3.33,0.329,0.626,114,37.733,inactive
e2415,11,4.522,20.452,2.197,0.23,3.622,0.207,0.268,757,65.543,inactive
e2416,6,2.119,4.492,5.512,0.329,3.876,0.197,0.281,4188,188.401,inactive
e2417,7,5.206,27.104,0,0.307,4.23,0.287,0.475,710,234.247,inactive
e2420,2,0.731,0.535,0,0.281,3.04,0.807,0.955,31,23.852,inactive
e2422,5,2.942,8.653,0,0.301,3.543,0.357,0.573,184,45.616,inactive
e2423,2,0.58,0.336,0,0.301,3.098,0.364,0.573,184,39.019,inactive
e2426,6,1.623,2.634,3.611,0.356,3.443,0.23,0.501,1425,99.384,inactive
e2427,5,1.294,1.674,0,0.284,3.268,0.329,0.507,250,41.271,inactive
e2428,8,2.066,4.267,4.123,0.277,3.421,0.283,0.451,330,43.439,inactive
e2430,7,1.136,1.29,0,0.322,3.383,0.357,0.52,308,47.543,inactive
e2431,2,0.455,0.207,0,0.19,3.195,0.633,0.875,48,34.856,inactive
e2432,3,4.063,16.507,0,0.289,3.582,0.357,0.595,243,88.558,inactive
e2435,2,-1.033,1.067,0,0.286,3.178,0.364,0.767,102,39.898,inactive
e2436,2,1.466,2.148,0,0.226,3.754,0.333,0.58,120,59.21,inactive
e2437,7,1.766,3.12,0,0.307,3.531,0.315,0.449,519,61.616,inactive
e2438,5,2.302,5.297,0,0.327,3.327,0.363,0.57,314,65.948,inactive
e2439,8,1.532,2.346,5.328,0.342,3.338,0.3,0.45,940,61.323,inactive
e2440,8,1.945,3.782,3.169,0.291,3.419,0.322,0.502,409,54.268,inactive
e2441,6,1.237,1.53,3.944,0.261,3.661,0.263,0.334,601,61.086,inactive
e2442,7,3.818,14.58,0,0.36,3.619,0.306,0.555,494,106.662,inactive
e2444,7,1.766,3.12,3.663,0.32,3.459,0.317,0.511,519,61.616,inactive
e2445,3,3.314,10.982,0,0.365,3.589,0.355,0.607,314,96.662,binder
e2446,5,1.859,3.456,0,0.301,3.12,0.328,0.573,184,35.388,inactive
e2449,6,2.354,5.543,3.992,0.29,3.601,0.279,0.442,640,99.01,inactive
e2450,32,-2.176,4.735,6.621,0.37,3.859,0.08,0.166,63083,266.522,inactive
e2451,7,3.414,11.658,1.609,0.223,3.555,0.282,0.328,321,49.543,inactive
e2452,4,0.783,0.614,0,0.246,3.434,0.396,0.66,146,45.283,inactive
e2454,9,4.593,21.097,2.303,0.265,3.596,0.244,0.496,634,67.867,inactive
e2456,1,0.548,0.3,0,0.2,2.914,0.704,0.853,20,15.439,inactive
e2458,5,2.887,8.333,0,0.343,3.582,0.335,0.58,399,87.467,inactive
e2459,8,2.102,4.42,0,0.333,3.143,0.452,0.582,247,40.694,inactive
e2461,12,4.411,19.46,5.03,0.296,3.796,0.268,0.268,1640,88.942,inactive
e2463,7,2.19,4.798,5.497,0.355,3.638,0.261,0.397,1580,89.033,inactive
e2464,14,4.348,18.906,6.714,0.332,3.803,0.239,0.393,1418,75.748,binder
e2465,0,2.081,4.332,0,0.2,2.951,0.746,1.106,18,54.657,inactive
e2467,5,3.37,11.358,0,0.284,3.744,0.369,0.612,182,101.871,inactive
e2469,0,1.181,1.396,0,0.286,3.257,0.691,1.159,42,56.583,inactive
e2470,0,1.181,1.396,0,0.305,3.262,0.641,0.966,46,48.346,inactive
e2471,5,1.944,3.779,4.523,0.331,3.684,0.322,0.544,502,81.097,inactive
e2473,0,1.209,1.463,0,0.281,3.436,0.598,0.955,31,48.575,inactive
e2474,5,1.229,1.51,0,0.32,3.553,0.315,0.474,502,65.418,inactive
e2477,3,-0.378,0.143,0,0.21,3.449,0.391,0.624,151,44.483,inactive
e2478,4,1.587,2.519,0,0.195,3.154,0.57,0.97,46,32.207,inactive
e2480,0,2.026,4.106,0,0,3.147,0.891,1.592,9,77.871,inactive
e2481,0,1.672,2.795,0,0,2.951,0.964,1.592,9,50.657,inactive
e2483,2,0.944,0.89,0,0.316,3.225,0.368,0.866,126,83.916,inactive
e2485,1,0.548,0.3,0,0.2,2.845,0.858,1.106,18,18.104,inactive
e2486,0,3.291,10.83,0,0.267,7.005,0.719,1.088,29,413.299,inactive
e2488,6,1.429,2.042,2.784,0.32,3.728,0.36,0.486,573,104.575,inactive
e2490,8,-1.376,1.894,2.565,0.367,4.112,0.169,0.567,1188,171.155,inactive
e2492,5,2.461,6.055,0,0.345,3.345,0.36,0.622,243,58.546,inactive
e2495,10,1.85,3.422,4.375,0.326,3.318,0.282,0.457,751,51.388,inactive
e2496,16,3.919,15.355,5.497,0.319,3.774,0.186,0.316,1651,78.415,inactive
e2498,5,0.523,0.273,0,0.327,3.218,0.485,0.608,230,45.462,inactive
e2499,5,3.37,11.358,0,0.319,3.735,0.39,0.633,182,101.871,inactive
e2500,0,2.957,8.746,0,0.281,6.838,0.599,0.955,31,152.052,inactive
e2501,5,3.948,15.588,0,0.301,3.515,0.406,0.551,383,86.536,inactive
e2502,3,1.348,1.816,0,0.307,3.463,0.378,0.544,314,53.204,inactive
e2504,2,0.169,0.029,0,0.213,3.412,0.392,0.434,134,40.422,inactive
e2505,0,2.604,6.781,0,0,6.652,1.086,1.553,16,372.985,inactive
e2506,13,1.766,3.119,5.711,0.326,3.855,0.156,0.262,7564,197.457,inactive
e2507,13,2.214,4.9,3.332,0.271,3.607,0.222,0.369,941,74.207,inactive
e2508,18,4.295,18.443,5.195,0.309,3.902,0.207,0.232,4552,141.823,binder
e2510,0,2.783,7.748,0,0.321,3.582,0.672,1.201,58,128.636,inactive
e2511,1,2.226,4.957,0,0.2,3.025,0.7,1.106,18,31.519,inactive
e2512,2,1.425,2.031,0,0.25,3.412,0.734,0.684,90,61.884,inactive
e2513,0,0.502,0.252,0,0.29,2.854,0.539,0.706,117,40.856,inactive
e2514,0,2.604,6.781,0,0.267,3.541,0.66,1.088,29,76.177,inactive
e2515,0,1.817,3.301,0,0,6.652,1.24,2.042,4,179.038,inactive
e2516,5,1.643,2.7,0,0.327,3.226,0.361,0.57,314,52.532,inactive
e2517,5,1.237,1.531,0,0.327,3.259,0.353,0.57,314,50.268,inactive
e2518,2,0.076,0.006,0,0.19,3.195,0.624,0.875,48,30.207,inactive
e2519,2,0.43,0.185,0,0.279,3.299,0.458,0.758,102,41.307,inactive
e2521,4,2.274,5.17,0,0.226,3.405,0.261,0.58,120,31.388,inactive
e2522,2,-0.081,0.007,0,0.214,3.029,0.474,0.737,35,22.428,inactive
e2523,0,2.226,4.957,0,0.2,3.724,0.947,1.203,28,158.581,inactive
e2524,0,0.996,0.991,0,0.286,2.923,0.659,1.159,42,34.428,inactive
e2527,5,1.246,1.553,0,0.334,3.955,0.398,0.55,587,122.716,inactive
e2528,5,-2.13,4.536,0,0.384,3.259,0.272,0.548,611,77.057,inactive
e2529,5,2.102,4.42,0,0.303,3.58,0.415,0.558,239,58.92,inactive
e2531,7,1.001,1.002,0,0.324,3.282,0.268,0.498,326,46.879,inactive
e2532,2,0.052,0.003,0,0.255,3.239,0.585,0.756,75,34.561,inactive
e2533,5,3.146,9.896,0,0.18,3.303,0.457,0.932,66,34,inactive
e2534,2,0.888,0.789,0,0.219,3.246,0.501,0.666,56,24.938,inactive
e2535,8,3.425,11.729,5.187,0.454,3.812,0.242,0.416,4956,239.205,inactive
e2536,0,-0.152,0.023,0,0.321,2.912,0.43,0.899,48,59.719,inactive
e2537,5,1.393,1.941,0,0.348,3.314,0.386,0.975,116,47.543,inactive
e2538,15,5.173,26.764,3.091,0.235,3.61,0.185,0.425,1313,79.241,inactive
e2539,5,0.981,0.963,0,0.271,3.152,0.46,0.586,202,39.867,inactive
e2540,12,2.723,7.414,4.744,0.342,3.386,0.303,0.45,940,58.104,inactive
e2541,1,-0.25,0.062,0,0.305,3.007,0.634,0.966,46,33.307,inactive
e2542,1,1.373,1.886,0,0.307,3.091,0.572,1.031,63,39.203,inactive
e2543,3,0.706,0.499,0,0.223,3.278,0.281,0.617,84,28.879,inactive
e2544,1,2.459,6.047,0,0.214,3.656,0.504,0.737,35,41.232,inactive
e2545,13,3.014,9.086,0,0.314,3.475,0.295,0.492,490,59.439,inactive
e2546,3,-0.917,0.84,0,0.362,2.912,0.473,1.019,64,69.206,inactive
e2547,3,2.212,4.893,0,0.274,3.335,0.537,0.643,131,42.811,inactive
e2548,11,6.187,38.285,1.946,0.236,3.642,0.157,0.465,560,65.616,inactive
e2550,9,1.01,1.019,4.407,0.335,3.826,0.287,0.483,1388,138.575,inactive
e2551,0,-0.648,0.42,0,0.383,2.988,0.501,1.031,86,45.307,inactive
e2552,3,1.742,3.033,3.892,0.302,3.545,0.223,0.703,910,131.699,inactive
e2553,30,4.838,23.407,7.711,0.366,3.898,0.133,0.273,10946,150.681,inactive
e2554,44,5.102,26.033,7.775,0.363,3.963,0.089,0.113,156602,246.128,inactive
e2555,7,1.953,3.813,0,0.293,3.33,0.416,0.847,126,47.203,inactive
e2557,3,3.516,12.363,0,0.202,3.125,0.443,0.882,32,20,inactive
e2558,10,-0.643,0.413,1.099,0.295,3.374,0.249,0.426,536,59.042,inactive
e2559,9,3.259,10.62,0,0.308,3.245,0.309,0.54,247,40,inactive
e2560,4,-1.155,1.335,0,0.319,3.016,0.414,0.633,182,40.185,inactive
e2561,3,1.045,1.092,0,0.288,3.061,0.336,0.597,182,38.803,inactive
e2562,22,3.241,10.501,7.257,0.376,3.924,0.145,0.209,17781,155.816,inactive
e2563,15,2.237,5.004,0,0.307,3.517,0.266,0.475,710,77.536,inactive
e2564,1,-0.081,0.007,0,0.281,2.954,0.496,0.955,31,22.466,inactive
e2565,4,-3.771,14.222,0,0.277,3.032,0.444,0.654,174,45.756,inactive
e2566,7,2.931,8.592,0,0.335,3.774,0.317,0.547,320,114.749,inactive
e2571,0,0.604,0.364,0,0.309,3.01,0.414,0.655,118,32.827,inactive
e2573,10,1.622,2.63,4.762,0.355,3.675,0.236,0.366,5483,96.415,inactive
e2574,0,-0.905,0.82,0,0.281,3.148,0.732,0.781,110,80.478,inactive
e2575,0,-1.208,1.459,0,0.277,3.067,0.772,0.793,79,60.924,inactive
e2578,4,-0.989,0.977,0,0.303,3.198,0.397,0.558,239,45.816,inactive
e2579,0,-0.02,0,0,0.289,2.932,0.314,0.595,243,51.741,inactive
e2580,7,1.925,3.704,0,0.303,3.253,0.344,0.558,239,42.104,inactive
e2583,9,1.907,3.637,6.7,0.332,3.658,0.27,0.384,1392,73.897,inactive
e2584,8,0.572,0.327,4.239,0.331,3.294,0.302,0.544,502,62.483,inactive
e2585,17,2.575,6.629,5.906,0.303,3.778,0.144,0.286,2992,108.485,inactive
e2588,7,2.193,4.808,0,0.322,3.114,0.329,0.597,243,43.027,inactive
e2590,3,1.403,1.969,0,0.319,3.334,0.479,0.633,182,53.623,inactive
e2591,3,2.116,4.477,0,0.347,3.595,0.334,0.589,314,83.246,inactive
e2592,3,0.434,0.189,0,0.294,3.278,0.446,0.919,120,52.856,inactive
e2593,4,0.787,0.62,0,0.292,3.403,0.398,0.812,166,56.856,inactive
e2594,4,1.795,3.223,0,0.223,3.35,0.577,0.617,84,26.694,inactive
e2595,5,1.132,1.282,0,0.307,3.246,0.358,0.544,314,52.532,inactive
e2596,2,1.064,1.133,0,0.202,3.084,0.808,0.882,32,20.694,inactive
e2597,3,0.434,0.189,0,0.264,3.382,0.413,0.74,136,48.856,inactive
e2598,4,1.442,2.08,0,0.305,3.112,0.613,0.966,46,28.104,inactive
e2599,2,0.052,0.003,0,0.288,3.218,0.552,0.849,70,36.532,inactive
e2600,0,-0.806,0.65,0,0.19,3.067,0.629,0.875,48,34.856,inactive
e2601,0,0.59,0.348,0,0.286,3.111,0.699,1.159,42,114.365,inactive
e2603,8,3.953,15.626,1.609,0.232,3.506,0.267,0.509,286,43.439,inactive
e2613,18,3.475,12.078,5.901,0.327,3.78,0.175,0.333,2135,132.865,binder
e2615,1,-1.724,2.974,0,0.332,3.073,0.429,0.897,68,37.086,inactive
e2616,0,2.957,8.746,0,0.321,3.717,0.659,1.201,58,150.005,inactive
e2618,5,0.562,0.315,0,0.264,3.5,0.344,0.449,294,49.647,inactive
e2619,17,4.286,18.366,4.747,0.314,3.706,0.193,0.396,1674,102.223,inactive
e2621,5,2.574,6.626,0,0.322,3.708,0.343,0.487,407,67.793,inactive
e2622,9,1.141,1.301,0,0.39,3.265,0.505,1.061,111,47.388,inactive
e2623,9,4.756,22.617,0,0.243,3.428,0.255,0.839,310,94.071,inactive
e3072,7,1.85,3.422,2.784,0.277,3.419,0.263,0.451,330,44.082,inactive
e2644,9,2.445,5.977,3.498,0.27,3.528,0.219,0.373,536,52.082,binder
e2636,0,0.347,0.12,0,0.167,2.755,0.511,1.089,10,10.694,inactive
e2637,4,0.724,0.525,0,0.294,3.348,0.314,0.528,230,43.885,inactive
e1819,7,3.163,10.004,1.792,0.256,3.524,0.322,0.526,346,53.041,inactive
e3428,20,5.145,26.467,4.443,0.299,3.809,0.235,0.323,2538,140.169,inactive
e5019,19,5.842,34.133,3.883,0.261,3.667,0.119,0.236,2746,92.082,binder
e2647,3,0.454,0.206,0,0.203,3.338,0.517,0.755,74,34.207,inactive
e2648,0,2.026,4.106,0,0.167,3.24,0.699,1.089,10,64.565,inactive
e2650,5,1.294,1.674,0,0.303,3.257,0.389,0.558,239,43.241,inactive
e2651,0,-0.599,0.359,0,0.202,3.023,0.735,0.882,32,27.283,inactive
e2653,4,0.735,0.54,0,0.302,2.912,0.616,1.074,44,35.307,inactive
e2654,0,0.087,0.008,0,0.281,3.191,0.733,0.781,110,70.96,inactive
e2655,5,3.259,10.62,0,0.308,3.766,0.34,0.541,399,101.959,inactive
e2657,1,2.419,5.85,0,0.2,3.307,0.689,1.106,18,81.871,inactive
e2660,5,2.531,6.405,0,0.327,3.597,0.377,0.57,314,68.751,inactive
e2664,0,-0.494,0.244,0,0,2.743,1.068,1.553,16,72.295,inactive
e2665,0,0.655,0.429,0,0.2,3.427,0.948,1.106,18,46.536,inactive
e2666,3,0.43,0.185,0,0.237,3.307,0.476,0.757,102,41.971,inactive
e2667,0,1.442,2.08,0,0.286,3.273,0.678,1.159,42,48.92,inactive
e2668,0,-1.967,3.869,0,0.267,2.967,0.945,1.088,29,54.722,inactive
e2670,0,0.586,0.344,0,0.267,3.038,0.759,1.088,29,41.948,inactive
e2672,5,3.146,9.896,0,0.223,3.362,0.286,0.617,84,26,inactive
e2674,4,0.706,0.499,0,0.223,3.275,0.355,0.617,84,31.757,inactive
e2675,0,0.366,0.134,0,0.2,3.309,0.908,1.106,18,74.993,inactive
e2678,7,1.537,2.362,2.833,0.359,3.316,0.338,0.474,874,66.856,inactive
e2680,3,-0.283,0.08,0,0.322,3.309,0.354,0.52,308,49.684,inactive
e2681,1,2.604,6.781,0,0.267,3.458,0.641,1.088,29,53.039,inactive
e2682,3,3.695,13.655,0,0.36,3.7,0.32,0.555,494,110.735,inactive
e2683,17,3.958,15.67,6.423,0.338,3.45,0.238,0.426,1161,62,inactive
e2684,2,1.064,1.133,0,0.281,3.04,0.722,0.955,31,22.104,inactive
e2685,5,1.246,1.553,0,0.334,3.946,0.398,0.55,587,122.716,inactive
e2689,9,1.907,3.637,6.612,0.342,3.598,0.272,0.415,1386,73.897,inactive
e2690,15,3.958,15.67,0,0.32,3.451,0.246,0.504,502,56,inactive
e2691,14,3.502,12.263,4.961,0.296,3.81,0.207,0.262,2060,85.867,inactive
e2692,33,2.039,4.156,7.31,0.38,3.913,0.122,0.203,50420,181.677,inactive
e2695,3,-1.04,1.082,0,0.319,3.221,0.41,0.557,230,47.955,inactive
e2698,8,2.014,4.055,0,0.262,3.405,0.256,0.678,238,47.521,inactive
e2699,3,3.695,13.655,0,0.347,3.686,0.316,0.54,494,110.735,inactive
e2700,5,2.06,4.244,0,0.219,3.433,0.403,0.586,158,41.867,inactive
e2702,2,0.325,0.106,0,0.281,2.912,0.599,0.955,31,25.978,inactive
e2703,5,3.182,10.124,1.792,0.213,3.59,0.402,0.577,261,103.636,inactive
e2708,7,4.412,19.466,5.433,0.297,3.797,0.275,0.294,1390,110.565,inactive
e2709,6,2.034,4.138,0,0.307,3.503,0.315,0.449,519,63.72,binder
e2710,1,0.586,0.344,0,0.281,2.967,0.733,0.955,31,25.203,inactive
e2711,9,2,4.002,5.124,0.384,3.69,0.283,0.443,1304,87.442,inactive
e2713,6,0.967,0.936,0,0.328,3.132,0.523,0.923,67,34.629,inactive
e2714,3,0.893,0.798,0,0.284,2.978,0.336,0.612,182,38.054,inactive
e2719,5,2.956,8.735,0,0.353,3.582,0.338,0.587,320,78.478,inactive
e2721,1,0.109,0.012,0,0.281,2.94,0.565,0.955,31,24.686,inactive
e2723,7,-0.721,0.52,1.792,0.235,3.445,0.198,0.478,455,62.289,inactive
e2727,14,3.508,12.309,6.263,0.331,3.723,0.238,0.369,1664,80.177,inactive
e2729,7,3.195,10.207,4.343,0.337,3.685,0.252,0.458,885,127.194,inactive
e2730,8,1.737,3.019,0,0.311,3.546,0.305,0.649,298,59.949,inactive
e2731,5,1.024,1.049,1.099,0.266,3.404,0.328,0.643,244,57.735,inactive
e2733,0,-1.306,1.705,0,0.267,3.473,0.803,1.088,29,50.789,inactive
e2737,7,2.574,6.626,0,0.308,3.5,0.344,0.541,399,58.177,inactive
e2738,3,3.516,12.363,0,0.214,3.181,0.346,0.737,35,18,inactive
e2739,0,1.064,1.133,0,0.267,3.543,0.793,1.088,29,79.577,inactive
e2740,0,-1.724,2.974,0,0.4,2.912,0.424,0.998,88,80.089,inactive
e2741,6,1.178,1.387,1.386,0.24,3.476,0.242,0.583,324,58.525,inactive
e2742,7,1.629,2.654,2.784,0.294,3.446,0.276,0.456,401,53.647,inactive
e2743,0,-1.095,1.198,0,0.277,2.78,0.59,0.793,79,31.822,inactive
e2744,14,2.946,8.679,5.719,0.333,3.729,0.208,0.354,1686,88.849,inactive
e2745,11,3.898,15.192,2.398,0.233,3.639,0.185,0.251,1073,76.422,inactive
e2746,0,1.597,2.55,0,0,3.506,1.26,2.042,4,94.246,inactive
e2747,4,1.209,1.463,0,0.267,2.986,0.571,1.088,29,23.748,inactive
e2748,0,-0.703,0.494,0,0.281,2.972,0.703,0.955,31,25.156,inactive
e2749,5,3.146,9.896,0,0.18,3.257,0.479,0.932,66,34,inactive
e2753,7,2.351,5.526,4.64,0.326,3.662,0.259,0.442,881,77.682,inactive
e2754,7,0.954,0.909,0,0.322,3.36,0.418,0.52,308,46.798,inactive
e2756,3,1.969,3.876,0,0.328,3.627,0.346,0.554,399,74.723,inactive
e2757,2,1.266,1.602,0,0.288,3.232,0.523,0.849,70,35.867,inactive
e2758,7,5.115,26.162,1.099,0.231,3.592,0.22,0.528,220,49.616,inactive
e2759,2,0.479,0.229,0,0.202,3.108,0.725,0.882,32,25.867,inactive
e2761,5,0.874,0.765,1.099,0.239,3.435,0.264,0.614,252,54.525,inactive
e2764,0,-0.433,0.187,0,0,2.326,1.207,1.592,9,17.511,inactive
e2766,0,1.672,2.795,0,0.167,3.02,0.786,1.089,10,21.616,inactive
e2768,12,3.68,13.546,5.364,0.323,3.808,0.212,0.296,1908,90.856,inactive
e2770,7,1.198,1.435,0,0.273,3.407,0.317,0.466,409,55.461,inactive
e2774,14,3.677,13.524,6.29,0.325,3.42,0.245,0.431,942,56,inactive
e2775,0,0.8,0.64,0,0.2,3.587,0.68,0.853,20,42.704,inactive
e2776,0,0.133,0.018,0,0.2,2.92,0.952,1.106,18,39.316,inactive
e2777,3,0.357,0.128,0,0.262,3.307,0.582,0.734,76,29.388,inactive
e2778,2,-0.507,0.257,0,0.362,2.983,0.482,1.019,64,36.238,inactive
e2781,3,3.045,9.273,0,0.274,3.695,0.41,0.643,131,95.871,inactive
e2782,3,3.11,9.673,0,0.347,3.625,0.349,0.566,399,89.215,inactive
e2783,7,1.968,3.874,4.523,0.343,3.465,0.297,0.554,611,72.605,inactive
e2784,7,2.102,4.42,0,0.307,3.198,0.451,0.558,247,40.694,inactive
e4672,9,4.038,16.306,2.398,0.224,3.652,0.314,0.471,776,109.698,inactive
e2787,9,1.295,1.678,5.124,0.384,3.409,0.282,0.443,1304,76.726,inactive
e2789,16,4.064,16.516,3.219,0.261,3.623,0.175,0.442,1651,93.307,inactive
e2790,7,0.657,0.431,0,0.402,3.303,0.331,0.589,575,74.917,inactive
e2791,12,2.357,5.558,0,0.383,3.353,0.334,0.494,610,66.104,inactive
e2792,4,1.321,1.744,0,0.279,3.338,0.461,0.758,102,37.963,inactive
e2795,6,1.587,2.519,0,0.321,3.04,0.46,0.899,48,26.082,inactive
e2796,0,1.817,3.301,0,0,2.845,1.068,1.553,16,36.152,inactive
e2797,5,2.842,8.078,0,0.332,3.633,0.344,0.531,399,73.696,inactive
e2801,2,0.667,0.445,0,0.274,2.889,0.357,0.643,131,32.803,inactive
e2803,4,1.727,2.981,0,0.249,3.375,0.454,0.726,104,39.867,inactive
e2805,0,-0.915,0.837,0,0.19,3.216,0.605,0.875,48,36.339,inactive
e2807,2,0.16,0.026,0,0.288,3.204,0.544,0.849,70,37.971,inactive
e2808,2,1.064,1.133,0,0.202,3.073,0.593,0.882,32,21.439,inactive
e2813,0,1.181,1.396,0,0.267,6.652,0.786,1.088,29,227.592,inactive
e2814,2,-0.164,0.027,0,0.271,3.441,0.364,0.501,295,76.959,inactive
e2815,3,0.83,0.688,0,0.313,3.868,0.397,0.509,599,110.346,inactive
e2818,0,0.58,0.336,0,0.2,2.626,0.853,1.203,28,42.456,inactive
e2821,2,2.226,4.957,0,0.214,3.566,0.84,0.737,35,48.558,inactive
e2822,0,1.553,2.411,0,0.286,6.652,0.761,1.159,42,457.681,inactive
e2823,9,-4.304,18.524,3.611,0.373,3.673,0.154,0.385,2691,135.576,inactive
e2824,8,1.384,1.915,4.239,0.331,3.253,0.308,0.544,502,64.856,inactive
e2826,5,1.7,2.89,0,0.333,3.058,0.342,0.582,247,42.827,inactive
e2827,4,0.59,0.348,0,0.321,3.04,0.524,0.899,48,27.631,inactive
e2828,0,0.156,0.024,0,0.25,2.3,0.4,0.92,50,22.879,inactive
e2830,1,-1.629,2.655,0,0.289,3.065,0.43,0.595,243,52.917,inactive
e2831,14,4.449,19.79,4.583,0.306,3.688,0.177,0.328,2188,134.449,inactive
e2835,5,1.701,2.893,0,0.328,3.475,0.346,0.554,399,60.28,inactive
